lon,lat,landslide,elevation,slope,aspect,landcover_class,7D_mean_rain,24H_rain,ndvi
83.2934,28.3683,1,2878,30.15757942,12.80551434,10,27.18515587,24.57000923,0.0928
83.2934,28.0889,1,1242,41.54572296,318.5011902,10,40.40519333,55.86990738,0.147
-96.22255907,16.09880042,1,1895,29.3866291,236.8972168,10,42.19135284,72.67345428,0.7151
78.5925,30.7652,1,1411,12.04349709,127.3724289,30,0.0,0.0,0.6011
79.0685,30.7331,1,3524,13.39286041,232.2743988,60,0.0,0.0,0.2899
78.4129,31.0188,1,3275,56.5433197,150.0481873,10,0.0,0.0,0.6172
-119.7795082,37.67607624,1,613,6.869403362,160.1510162,10,11.91227436,0.0,0.554
120.9613282,16.77787239,1,1862,27.46219826,102.5931168,10,24.64883232,18.61794281,0.8406
-36.9541,-8.8137,1,452,4.150550842,333.1617432,30,2.371594191,0.0,0.5432
123.92,10.39,1,41,1.322413564,45.47361374,10,7.945180894,4.822595596,0.5894
-34.8813,-8.0543,1,9,1.317987919,134.7160034,30,0.0,0.0,0.3131
79.3318,30.4043,1,1066,24.41674614,321.6723022,10,11.38771629,79.71401215,0.6275
-103.7244,19.2444,1,498,2.944561958,270.0,50,5.23028183,3.820274591,0.3403
-99.538,17.4974,1,2360,21.19317436,131.9120483,10,22.82683563,0.0,0.7245
84.54704621,27.83196401,1,230,2.129974604,29.4840641,80,13.89937496,0.0,0.559
-101.7023,19.5805,1,2042,1.352270961,313.2945557,90,7.88323164,0.0,0.789
124.9705,10.6073,1,38,3.358260632,325.8526611,10,28.40177345,44.43178558,0.4461
-122.8001,49.0229,1,79,5.722766399,194.2603455,50,10.42956543,33.04951477,0.3551
-104.8334,21.7595,1,424,17.41840935,270.0,10,15.07910061,8.935237885,0.8118
-107.1291,39.4274,1,2173,2.572635412,248.8826447,30,0.0,0.0,0.6878
-107.2225,39.4977,1,2212,12.32869339,222.212677,30,0.0,0.0,0.5552
82.6474,28.3875,1,1957,31.28649712,334.9182434,10,5.799672605,0.0,0.8338
94.514651,26.324724,1,1260,15.68261242,337.2961121,50,16.34431267,19.26103401,0.393
123.89,10.37,1,157,13.49071503,151.3035736,10,8.26550579,4.563547134,0.6487
123.91,10.42,1,170,15.64709949,144.0104828,10,8.278197288,12.40836239,0.5224
88.492,27.593,1,3237,46.30607605,199.3639984,10,4.814159393,0.0,0.6083
-124.01,42.9744,1,82,15.43376732,175.4034424,10,8.489770889,0.0,0.7288
77.1029,31.0226,1,1697,16.47491074,315.3637085,10,25.50143052,0.0,0.7883
88.556,27.8385,1,3821,16.9141407,217.0133972,10,6.443518639,0.0,0.7819
88.605,27.6558,1,1935,13.79614544,171.4394684,10,2.80856514,0.0,0.656
-0.9992,5.5779,1,74,2.075002432,153.326004,10,8.08080101,7.469193459,0.4469
84.854632,27.769034,1,739,27.53655243,259.2637634,10,16.49775887,46.10161209,0.9148
-60.55,11.3169,1,94,20.94656563,262.7115173,10,21.65969849,0.0,0.8405
91.92597729,21.61900923,1,22,9.632572174,329.1376953,10,37.54856873,70.16223907,0.6313
-79.8897,9.3381,1,5,2.078620672,153.1279907,30,9.205353737,13.52598,0.4142
78.3881,30.4954,1,925,26.36499405,60.66585541,50,22.86915398,48.52779388,0.5758
78.6695,30.885,1,1854,26.95503998,162.7385101,30,16.84721947,21.93531418,0.6124
80.417,29.7986,1,741,32.31026077,183.3820038,50,43.0820923,0.0,0.6505
-85.97897289,36.27009466,1,180,36.62724686,159.4447479,60,9.824544907,7.413211346,0.672
-116.9044,50.0023,1,579,12.77108574,90.0,60,0.0,0.0,0.7886
94.257523,26.092493,1,1367,6.240688801,261.4871216,60,11.83860684,11.22064304,0.2823
77.5947,10.9628,1,272,0.0,0.0,30,0.0,0.0,0.2384
77.5947,10.9628,1,272,0.0,0.0,30,0.0,0.0,0.2384
82.1847,28.4311,1,1136,22.60973549,103.4867249,10,0.0,0.0,0.7796
93.9413,25.7658,1,802,36.50759125,199.8761902,50,15.34097481,16.17919922,0.0945
82.4393,28.6202,1,985,24.98301506,288.22052,10,12.17286587,0.0,0.814
94.0885,25.7131,1,1405,23.55911446,261.4601135,10,13.00798035,0.0,0.5183
123.888,10.329,1,65,14.86945248,222.9770355,50,8.598121644,9.652334213,0.2063
91.83258101,22.35037081,1,39,7.587007523,211.7095642,10,41.49583054,89.48435211,0.5742
12.3966,47.446,1,750,1.371184111,270.0,10,0.0,0.0,0.4168
-117.0898,32.5196,1,97,18.40358353,258.7781677,60,0.0,0.0,0.234
112.61191,-8.034706,1,412,0.0,0.0,50,0.0,0.0,0.3117
84.069015,28.145796,1,682,3.85039258,164.1705322,50,26.10736274,0.0,0.7746
106.7121322,-6.522155904,1,140,1.315717816,225.1860046,10,23.60157967,0.0,0.7903
94.24416766,26.1445447,1,1279,26.46165848,123.5645523,10,22.34660339,38.34031296,0.1614
92.10434768,21.23699085,1,28,9.069174767,281.7022705,10,46.77433013,45.65797424,0.5741
91.87202793,26.20450454,1,139,19.95142174,36.61354828,10,12.62528801,32.7165451,0.5936
-72.34106092,43.65859938,1,123,9.939781189,22.52234077,10,4.605802058,32.24061584,0.7629
13.787332,46.726906,1,731,1.854334116,0.0,10,8.242388726,20.3555851,0.8101
92.03513581,22.77997113,1,91,10.06729889,242.8774567,10,26.28822137,26.27928734,0.4454
-112.9476039,37.29584217,1,1539,49.53470993,283.5767822,20,0.0,0.0,0.3751
87.640957,27.513641,1,2448,36.42211533,254.7360687,10,7.775849342,0.0,0.3267
94.12901274,25.4976444,1,1727,34.5055542,133.071106,10,28.4835186,29.59264374,0.0868
-100.3120723,17.85175828,1,1757,31.40518761,211.9552612,20,2.583257198,0.0,0.7612
105.4244893,23.16100191,1,1274,27.33772278,260.9925232,10,23.05691528,23.09929848,0.0985
85.201673,27.833565,1,1428,37.30247879,106.0346451,10,10.50064945,0.0,0.2897
87.055222,27.167781,1,1477,12.9526453,60.48338318,10,11.2165041,0.0,0.7339
91.92053028,26.22247247,1,91,22.09634209,291.0299988,10,11.61685848,29.40032768,0.5476
83.498645,28.377188,1,1248,47.931427,217.910141,10,14.24987602,0.0,0.816
91.85158907,26.1061808,1,205,30.28759956,33.74949265,10,15.0423193,14.26509762,0.4089
91.86227824,26.10430759,1,156,28.44668198,330.058197,10,15.0423193,14.26509762,0.3899
92.22099982,22.74955141,1,250,12.19626045,243.2967072,10,50.37091826,89.17320251,0.8634
105.1593663,22.77992936,1,209,30.93360901,215.8694,10,27.40413665,39.35080338,0.1948
-90.604924,14.521881,1,1443,5.52278471,59.85065079,50,8.556779861,14.31496716,0.1552
-80.00630324,40.24298211,1,365,6.576133251,169.3994598,30,8.037272453,0.0,0.6508
91.91261915,22.80452414,1,37,6.290015697,252.9190063,10,50.73490524,121.3656235,0.6081
3.351692,6.60222,1,36,1.866704941,90.0,50,6.32252407,14.79203796,0.0634
77.109719,31.956546,1,1230,5.526733875,80.36923218,50,1.172923326,0.0,0.4998
71.398496,34.525881,1,680,1.125627637,90.0,40,0.0,0.0,0.1144
85.91050294,27.90362599,1,1600,10.73045349,104.8486938,30,12.96984005,0.0,0.2458
94.21263589,27.98531715,1,326,27.57184792,140.8082886,10,36.7334671,0.0,0.2216
94.24222574,26.11613908,1,1403,26.78131485,6.151473522,10,22.34660339,38.34031296,0.1147
-72.44447441,43.10590179,1,119,17.85547829,130.7888336,10,4.870246411,30.87041664,0.7151
175.2344014,-36.95665535,1,37,16.98937607,32.03468323,10,7.676363467,46.46902084,0.6596
92.17584376,21.42181705,1,49,13.94148922,101.281395,10,43.02904891,33.4670372,0.5329
94.26296826,27.97875751,1,334,22.55116081,20.678936,10,35.84173966,0.0,0.1692
123.821113,10.283626,1,51,20.53701782,214.8140259,10,6.138216494,23.41827774,0.7419
92.21525816,21.04270451,1,55,16.1015377,147.2641907,10,23.46175194,19.66673279,0.583
88.29518925,26.90298048,1,1802,30.71371841,301.1794739,10,10.52846241,0.0,0.129
85.143062,27.878121,1,590,12.90367603,286.417511,50,6.961247921,0.0,0.576
92.87641207,23.69461107,1,572,25.01503944,114.6007156,10,21.23063278,19.04144287,0.2722
-61.54264771,10.68399129,1,174,36.25081635,250.6614075,10,8.189855575,0.0,0.4359
106.78629,-6.558993431,1,202,2.798576355,90.0,50,20.17354393,0.0,0.4285
108.5421686,28.54909078,1,521,24.34021759,227.1630859,30,5.583847046,0.0,0.8038
167.940244,-44.675943,1,271,5.547544956,180.0,10,5.967389582,0.0,0.1264
-109.4847675,43.21843612,1,3391,11.88397789,0.0,100,1.598786354,0.0,0.3376
94.55427723,26.3312531,1,1325,13.33441734,97.85066986,10,23.83761787,42.7490387,0.2169
88.25902123,27.02149311,1,2320,21.83972931,143.883606,10,12.61683464,0.0,0.2024
83.567989,28.372874,1,924,23.07053947,96.54695892,30,8.279409408,20.44371796,0.5437
75.19605556,38.74738889,1,2953,20.8800106,347.4292297,30,0.0,0.0,0.1444
-2.345003962,52.1104766,1,279,21.63822746,274.6812439,10,0.0,0.0,0.7992
120.595832,16.404676,1,1463,3.970695972,76.51387024,10,42.88874054,120.6598511,0.2154
3.381341033,6.622961187,1,19,1.854334116,180.0,50,13.61030483,0.0,0.0863
-105.4129317,38.48258714,1,1780,24.01005936,335.3028259,10,0.0,0.0,0.4446
-111.6038025,39.12221676,1,2233,5.203226089,152.7245636,10,0.2970518767,0.0,0.477
18.18030889,42.62244921,1,11,17.73990822,15.96618557,10,0.7771263718,0.0,0.5829
37.559988,-0.58474,1,1207,3.81866622,284.035553,50,2.730158806,0.0,0.634
96.82040086,17.06998518,1,11,2.944185019,160.7766266,60,14.0952282,14.32845974,0.3827
-83.02836628,36.50129467,1,604,33.40390015,135.3852844,10,5.633101464,13.14390373,0.771
-103.7798821,44.3517732,1,1642,10.30539417,84.8923111,30,6.222246648,13.17785263,0.3135
94.29816252,23.19807165,1,107,3.545827866,238.5014496,50,17.14021301,0.0,0.5776
-111.678278,40.61990972,1,2632,32.33079529,233.9671021,30,4.699934959,13.18806648,0.2304
-81.6651904,38.37512397,1,183,10.40714455,308.0950623,10,0.0,0.0,0.6991
93.6146564,27.06992579,1,201,2.27913332,66.00014496,10,24.61427117,0.0,0.701
85.01,28.069957,1,1612,20.78083229,348.8500977,10,11.69171619,16.11222076,0.8315
41.98700247,45.08144863,1,462,0.0,0.0,30,8.062952995,0.0,0.684
-117.226052,47.67463292,1,601,1.854334116,0.0,60,1.27930522,5.692991257,0.3347
75.46743478,34.27703802,1,3543,41.09726334,118.8496323,100,0.0,0.0,0.1088
-121.6697643,37.74061109,1,227,7.434379578,128.3366089,30,0.0,0.0,0.372
-122.8035956,43.20953132,1,621,13.00395679,168.9104919,10,2.117616654,0.0,0.8545
80.26097734,16.28332586,1,186,18.74380302,220.2463684,20,4.036462783,0.0,0.4089
-105.4935275,38.45256863,1,1827,10.98917961,48.17149353,60,0.8489338757,0.0,0.2757
72.45209341,41.25565464,1,1038,7.858426571,69.39936829,30,0.0,0.0,0.3489
-111.5601178,39.13679306,1,2420,7.649534225,248.8027191,10,0.0,0.0,0.5237
80.237218,30.070512,1,2164,18.16621017,104.2803726,60,10.44748592,0.0,0.6346
-2.48863,53.702353,1,179,7.998096943,103.3217697,10,0.0,0.0,0.7765
106.801076,-6.311708,1,45,1.865635633,270.0,50,11.14977455,8.233429909,0.4123
93.20266204,24.21988831,1,813,31.90815926,62.09721375,10,19.13637352,26.60401726,0.2703
121.7334279,24.89456743,1,303,11.43234825,103.8952408,10,0.0,0.0,0.8069
86.1804,27.6835,1,2225,19.79165268,113.8820038,60,17.21346855,0.0,0.9057
-100.6903727,17.1523721,1,8,5.547544956,0.0,10,2.506729603,0.0,0.7052
-111.650935,40.48808507,1,2042,7.762669086,198.1963806,10,2.11756444,0.0,0.6516
76.8694278,11.34165808,1,642,28.59631729,152.9803009,10,4.757243158,0.0,0.7402
71.27547914,39.19779968,1,1763,9.486825943,270.0,60,2.451914549,0.0,0.2591
93.61589869,22.65620215,1,1573,18.15971565,350.7677307,30,8.314956665,19.40156555,0.674
43.39854621,41.83695379,1,847,19.01255798,298.020813,10,9.472020149,5.70065546,0.7216
75.37123,32.62803,1,740,6.578656673,90.0,10,9.320185661,11.87992191,0.4838
98.92090376,29.71492436,1,3025,45.27177048,250.3220215,30,6.527575015,11.42325592,0.4339
-116.6803679,46.59738913,1,344,1.349575758,90.0,60,0.0,0.0,0.6756
92.94670614,25.15246863,1,981,4.489613533,65.64897156,10,14.46040821,0.0,0.8249
92.2676503,21.87861504,1,45,6.045630455,261.2081604,40,37.50273514,65.49939728,0.7028
116.732231,24.725938,1,192,6.543643951,171.0619507,50,20.99184036,41.33546066,0.2646
93.18182448,24.30415689,1,860,38.34516144,218.9554138,30,22.2695961,12.11756992,0.6152
79.56163208,30.56504675,1,1400,23.00821877,172.3675995,60,12.27861404,0.0,0.3756
78.412784,31.581485,1,2222,7.769779682,146.1473236,60,2.633025646,0.0,0.1285
95.399897,26.88161,1,721,14.68279362,236.2191925,30,8.441171647,7.190788746,0.8392
79.49231617,30.73315585,1,3038,48.391819,107.571907,30,12.96620274,0.0,0.4045
67.458172,30.02715,1,1118,22.72385025,249.6425323,60,0.0,0.0,0.1084
75.23162006,33.63251807,1,1749,1.11381948,270.0,40,1.808655381,4.006439686,0.5727
-80.960781,37.335787,1,546,16.28257179,176.003067,10,3.109961033,9.993741035,0.8688
18.36915952,-34.06995509,1,116,19.24914169,322.005249,30,0.0,0.0,0.3484
74.66018578,13.90074546,1,83,12.76922035,211.0030365,10,64.80036163,155.757843,0.1994
80.15402093,6.519724975,1,54,12.3152132,116.4166412,10,32.4215088,86.10362244,0.5792
70.56256,39.978954,1,1070,4.070651054,117.0604095,50,0.0,0.0,0.3134
80.630002,29.60012,1,1761,9.292366028,332.9259644,30,15.14256191,0.0,0.7808
-119.710017,37.72438031,1,1073,18.23838425,190.7381897,10,0.0,0.0,0.686
120.5927163,0.744821843,1,67,13.14141655,326.3077087,10,8.632092475,0.0,0.8219
-105.3475523,40.43368578,1,1925,31.19225121,36.66693497,10,10.3818264,4.141494274,0.5587
-120.3239812,38.76361817,1,1190,2.780288458,0.0,10,0.7571672798,0.0,0.6881
123.2109112,9.309786719,1,229,9.819364548,221.5627289,10,2.860340834,8.741291046,0.4343
118.8014459,9.94928114,1,86,5.271957874,134.565918,10,6.441624641,4.159824371,0.8406
-119.1365358,53.98572214,1,941,6.86285305,293.7970886,10,0.0,0.0,0.6951
91.8949662,23.86469956,1,128,1.014096022,90.0,10,46.5454979,37.30171204,0.7823
110.7318885,27.63630585,1,459,9.083515167,246.1088257,10,7.63484621,0.0,0.5218
79.31958144,30.33597362,1,893,32.65893173,264.2021179,60,5.856211186,29.48220444,0.5407
82.2896,29.48,1,3988,40.64178467,294.5125427,30,1.629521489,0.0,0.7918
-82.46374308,37.54560113,1,226,4.469521046,231.5902863,30,11.6230917,0.0,0.8458
79.451264,29.350849,1,1576,17.49142075,304.4055176,10,22.49806976,0.0,0.5972
103.0563058,26.74386788,1,992,34.42173767,247.7927094,30,12.27432156,35.68459702,0.6513
74.41606625,14.42827957,1,15,3.374094486,325.4573364,10,39.10882949,111.0014191,0.4012
74.6246332,13.87803507,1,53,21.11289597,142.8015594,10,72.16214753,154.4530792,0.4535
31.37246273,30.0283327,1,182,8.937415123,72.0131073,60,0.0,0.0,0.1
-113.9595385,46.29169767,1,1461,38.32922745,28.3022213,10,0.0,0.0,0.6972
88.2667225,26.9653186,1,1824,22.5061779,247.0026703,10,0.0,0.0,0.4528
74.93828041,33.01739981,1,1901,27.57598877,273.5541687,10,5.045390129,10.23656273,0.6166
92.16404889,22.59420297,1,40,8.88822937,145.9036865,10,33.19347763,110.9919662,0.2024
-80.35294788,44.51447151,1,446,0.9274099469,0.0,10,11.84465981,49.28915405,0.8689
30.280797,-29.542639,1,1098,2.780288458,0.0,30,1.140445471,0.0,0.6808
-92.2696,44.451126,1,209,2.756997824,70.35729218,50,12.20475292,75.79384613,0.428
-122.877,45.9951,1,14,17.90525436,59.9321022,50,14.03299808,15.83591175,0.4809
92.15898865,22.65242372,1,50,0.0,0.0,10,49.43848418,81.44861603,0.6723
78.301945,42.683128,1,1629,1.854334116,180.0,50,0.4818761647,0.0,0.6111
76.932771,31.70779,1,767,2.860361099,229.6109467,50,17.2200985,17.67126083,0.3636
-118.145399,48.51199102,1,455,9.460643768,312.8443604,10,2.376340151,0.0,0.6835
75.12206351,32.94818322,1,742,2.991230965,201.6640015,40,6.783827304,11.23763275,0.3979
-108.1852766,43.51364004,1,1385,21.88959312,270.0,30,3.60336876,0.0,0.447
-81.743517,36.29586263,1,972,9.30844593,258.6078491,30,4.264798642,0.0,0.7617
76.99790295,30.86642127,1,1132,25.45540619,156.6606293,50,18.88074875,22.02754021,0.4189
105.1071076,8.828619884,1,8,3.368041277,236.6243896,60,6.888206482,5.696236134,0.4206
-117.6696041,49.31947768,1,491,21.52316284,70.83006287,10,0.9559367894,0.0,0.6359
84.386742,28.301686,1,854,6.295020103,270.0,60,12.43371677,16.46185875,0.1448
-82.65673522,37.46259713,1,218,11.23513699,124.7811432,50,14.19215393,32.74432755,0.8287
76.80054202,30.94222039,1,433,3.731764078,299.7605286,50,6.284527301,43.99169159,0.2404
74.23352995,33.35149269,1,1140,34.93067932,272.6569824,30,4.789479732,33.52635956,0.4991
100.3934933,-0.899660812,1,5,3.704791784,0.0,50,13.57684517,12.91929817,0.5151
120.6312641,16.36626096,1,1320,11.88349247,313.8153687,50,21.62574959,23.11095047,0.4555
-123.5552,44.624,1,198,17.78316116,163.52211,10,7.42000723,22.24474907,0.647
-119.7486535,37.68040491,1,1057,63.02785873,200.0904846,60,0.0,0.0,0.4753
91.91261915,22.80452414,1,37,6.290015697,252.9190063,10,50.73490524,121.3656235,0.6081
91.97239273,22.44394492,1,6,3.426686764,144.1969452,40,48.50521469,110.8137436,0.4255
93.54235868,27.05909317,1,487,16.78372002,57.53964233,10,11.42327213,0.0,0.8284
83.86441477,28.28120123,1,1450,15.41914177,176.1784973,50,7.349092483,17.14788246,0.5811
74.85970453,12.89674168,1,73,5.980944157,288.0002747,50,45.98960878,53.2130928,0.5325
114.2092721,22.25721598,1,164,12.837883,22.56674576,10,14.26078033,53.59706497,0.6416
-123.3253398,43.29203902,1,165,6.279001236,233.9504089,30,1.69790256,0.0,0.6769
-120.7220363,38.20150332,1,238,13.23011208,241.1852722,10,0.0,0.0,0.3644
104.9913709,8.757672854,1,6,2.092597246,243.702774,50,8.617931366,10.5264349,0.0868
101.7707724,3.013135465,1,30,6.721930981,195.9663544,50,5.903663635,7.178537369,0.5182
74.93530189,33.01346369,1,1534,44.71416092,211.7660065,10,6.185858726,0.0,0.6559
121.8676602,24.54070891,1,342,47.3409462,79.68878174,30,0.0,0.0,0.9076
-123.7784,44.6394,1,43,31.25186348,214.2169189,10,17.18038559,60.13134766,0.7814
93.54136779,27.05880384,1,499,11.92696476,355.0631409,10,17.06132698,0.0,0.8641
80.160486,6.586835,1,25,7.378860474,0.0,10,56.29103088,174.3603821,0.5427
-112.9584172,37.2111985,1,1667,19.91527367,26.66827583,20,0.0,0.0,0.4066
-1.959208202,53.72832063,1,95,7.247264385,59.39082336,10,0.0,0.0,0.7904
-122.2792711,51.97686189,1,488,8.14491272,47.26306152,10,0.0,0.0,0.522
160.1781839,-9.632058442,1,359,36.09913635,182.5811462,10,12.94234371,0.0,0.8753
-61.03728637,13.94370273,1,77,20.8382473,211.7250519,10,15.06171799,27.05853844,0.3658
111.145575,37.513392,1,1007,5.092319012,43.39607239,60,14.98916721,11.65824127,0.3703
91.881892,25.907233,1,582,10.90172958,319.1508484,10,17.63698387,31.60668564,0.7296
-74.19608968,18.52049393,1,386,10.79725647,159.0182953,10,29.34168816,49.16889191,0.8059
94.11844319,25.67061161,1,1442,22.34371948,190.0663757,10,16.1669445,49.62148285,0.723
-65.46576609,-23.91300145,1,2083,4.627367496,180.0,50,13.76626015,47.99784088,0.1679
-91.89697611,15.12277305,1,3128,4.170667171,27.38129616,40,10.84508705,20.75396919,0.3249
93.15020652,24.32420539,1,584,33.57380676,294.4946594,10,20.53851509,24.23513985,0.3622
-112.122531,46.938003,1,1160,29.90660477,327.5987854,50,5.100499152,0.0,0.4618
-80.73380758,40.00611531,1,216,11.10614491,284.3230591,10,0.0,0.0,0.8405
-119.4860961,50.19859431,1,355,12.3534193,152.4927063,10,0.0,0.0,0.6786
92.16404889,22.59420297,1,40,8.88822937,145.9036865,10,33.19347763,110.9919662,0.2024
-96.40548584,16.08793756,1,2368,32.11880493,233.6230927,50,27.77336122,94.70186615,0.5656
-5.672826814,56.87939325,1,32,14.52076817,180.0,10,0.0,0.0,0.7868
80.60687667,6.093508095,1,107,4.159409523,116.4354095,10,23.91134262,44.98403549,0.6679
76.89785918,8.558668245,1,22,7.498137951,240.5307159,10,12.41593838,86.91156769,0.4696
73.86293399,34.56101506,1,1337,15.14566517,163.1130524,30,0.0,0.0,0.6083
85.70071225,21.556137,1,446,2.953163147,19.71770477,10,6.482893944,0.0,0.6409
121.8676602,24.54070891,1,342,47.3409462,79.68878174,30,0.0,0.0,0.9076
-105.363267,38.49307909,1,1824,6.517625332,244.8447723,30,0.0,0.0,0.277
92.74744512,23.73354779,1,886,22.51601791,234.144165,50,14.76880169,32.43288422,0.4548
87.67107225,27.33861278,1,1464,21.09438324,277.2322388,10,0.0,0.0,0.7615
74.66018578,13.90074546,1,83,12.76922035,211.0030365,10,64.80036163,155.757843,0.1994
94.36416626,25.11956675,1,1850,18.35783958,104.1174469,50,18.70796394,0.0,0.5849
-119.3390619,46.24948002,1,193,0.9274099469,0.0,50,0.7841849328,5.489294529,0.1852
-79.82932494,43.23493275,1,169,26.93836594,48.01361084,50,7.751528263,0.0,0.5885
